Archetype,House number,WFH Type,Operation,Solar,Grid Import,Total Cost
Terraced,22,T1,hybrid_bidirectional,best,2713.55,23.4907
Terraced,22,T2,safe_unidirectional,worst,3064.26,605.549
Terraced,22,T2,safe_unidirectional,best,2883.33,511.402
Terraced,22,T2,hybrid_bidirectional,worst,2255.0,58.4156
Terraced,22,T2,hybrid_bidirectional,best,1801.65,
Terraced,22,T3,safe_unidirectional,worst,2762.57,583.379
Terraced,22,T3,safe_unidirectional,best,2582.7,489.007
Terraced,22,T3,hybrid_bidirectional,worst,1763.27,85.865
Terraced,22,T3,hybrid_bidirectional,best,1281.28,
Terraced,23,T1,safe_unidirectional,worst,4058.81,707.074
Terraced,23,T1,safe_unidirectional,best,3846.31,609.139
Terraced,23,T1,hybrid_bidirectional,worst,3233.92,173.253
Terraced,23,T1,hybrid_bidirectional,best,3155.43,75.9819
Terraced,23,T2,safe_unidirectional,worst,3598.35,670.952
Terraced,23,T2,safe_unidirectional,best,3398.32,573.017
Terraced,23,T2,hybrid_bidirectional,worst,2519.97,90.5221
Terraced,23,T2,hybrid_bidirectional,best,2119.13,
Terraced,23,T3,safe_unidirectional,worst,3276.35,646.572
Terraced,23,T3,safe_unidirectional,best,3082.52,548.636
Terraced,23,T3,hybrid_bidirectional,worst,2301.87,165.352
Terraced,23,T3,hybrid_bidirectional,best,1883.38,6.69902
Terraced,24,T1,safe_unidirectional,worst,3600.15,643.164
Terraced,24,T1,safe_unidirectional,best,3355.12,540.075
Terraced,24,T1,hybrid_bidirectional,worst,2952.52,191.752
Terraced,24,T1,hybrid_bidirectional,best,2583.4,67.8635
Terraced,24,T2,safe_unidirectional,worst,3139.79,610.202
Terraced,24,T2,safe_unidirectional,best,2912.83,507.13
Terraced,24,T2,hybrid_bidirectional,worst,2391.28,119.058
Terraced,24,T2,hybrid_bidirectional,best,1926.25,
Terraced,24,T3,safe_unidirectional,worst,2839.65,585.442
Terraced,24,T3,safe_unidirectional,best,2617.51,482.37
Terraced,24,T3,hybrid_bidirectional,worst,1911.89,117.131
Terraced,24,T3,hybrid_bidirectional,best,1413.1,
Terraced,25,T1,safe_unidirectional,worst,3314.96,529.411
Terraced,25,T1,safe_unidirectional,best,3130.04,432.262
Terraced,25,T1,hybrid_bidirectional,worst,2766.62,104.596
Terraced,25,T1,hybrid_bidirectional,best,2605.84,4.06841
Terraced,25,T2,safe_unidirectional,worst,2843.01,496.121
Terraced,25,T2,safe_unidirectional,best,2668.1,398.748
Terraced,25,T2,hybrid_bidirectional,worst,1859.63,
Terraced,25,T2,hybrid_bidirectional,best,1618.82,
Terraced,25,T3,safe_unidirectional,worst,2573.75,472.828
Terraced,25,T3,safe_unidirectional,best,2409.17,375.455
Terraced,25,T3,hybrid_bidirectional,worst,1510.85,26.0109
Terraced,25,T3,hybrid_bidirectional,best,1088.28,
Terraced,26,T1,safe_unidirectional,worst,3938.71,687.497
Terraced,26,T1,safe_unidirectional,best,3718.32,584.122
Terraced,26,T1,hybrid_bidirectional,worst,3254.34,195.692
Terraced,26,T1,hybrid_bidirectional,best,3089.18,93.6681
Terraced,26,T2,safe_unidirectional,worst,3480.82,652.359
Terraced,26,T2,safe_unidirectional,best,3272.73,549.209
Terraced,26,T2,hybrid_bidirectional,worst,2547.53,107.048
Terraced,26,T2,hybrid_bidirectional,best,2100.67,
Terraced,26,T3,safe_unidirectional,worst,3167.4,627.219
Terraced,26,T3,safe_unidirectional,best,2962.43,523.844
Terraced,26,T3,hybrid_bidirectional,worst,2200.58,134.138
Terraced,26,T3,hybrid_bidirectional,best,1731.31,
Terraced,27,T1,safe_unidirectional,worst,3542.32,628.856
Terraced,27,T1,safe_unidirectional,best,3329.12,532.703
Terraced,27,T1,hybrid_bidirectional,worst,2899.03,133.929
Terraced,27,T1,hybrid_bidirectional,best,2686.54,28.9946
Terraced,27,T2,safe_unidirectional,worst,3093.98,594.892
Terraced,27,T2,safe_unidirectional,best,2890.69,498.74
Terraced,27,T2,hybrid_bidirectional,worst,2201.92,55.1686
Terraced,27,T2,hybrid_bidirectional,best,1704.9,
Terraced,27,T3,safe_unidirectional,worst,2793.09,569.631
Terraced,27,T3,safe_unidirectional,best,2596.59,473.479
Terraced,27,T3,hybrid_bidirectional,worst,1803.01,72.1761
Terraced,27,T3,hybrid_bidirectional,best,1249.82,
Terraced,28,T1,safe_unidirectional,worst,3840.97,626.19
Terraced,28,T1,safe_unidirectional,best,3638.04,529.826
Terraced,28,T1,hybrid_bidirectional,worst,3035.03,143.654
Terraced,28,T1,hybrid_bidirectional,best,2836.78,41.2896
Terraced,28,T2,safe_unidirectional,worst,3346.53,589.619
Terraced,28,T2,safe_unidirectional,best,3157.93,493.255
Terraced,28,T2,hybrid_bidirectional,worst,2442.28,34.2687
Terraced,28,T2,hybrid_bidirectional,best,2084.72,
Terraced,28,T3,safe_unidirectional,worst,3061.86,565.428
Terraced,28,T3,safe_unidirectional,best,2878.87,469.064
Terraced,28,T3,hybrid_bidirectional,worst,1926.65,71.8807
Terraced,28,T3,hybrid_bidirectional,best,1514.31,
Terraced,29,T1,safe_unidirectional,worst,3290.41,563.317
Terraced,29,T1,safe_unidirectional,best,3104.19,472.568
Terraced,29,T1,hybrid_bidirectional,worst,2591.48,82.9721
Terraced,29,T1,hybrid_bidirectional,best,2432.8,
Terraced,29,T2,safe_unidirectional,worst,2840.74,527.972
Terraced,29,T2,safe_unidirectional,best,2655.95,437.223
Terraced,29,T2,hybrid_bidirectional,worst,1895.93,4.38556
Terraced,29,T2,hybrid_bidirectional,best,1601.32,
Terraced,29,T3,safe_unidirectional,worst,2543.69,503.937
Terraced,29,T3,safe_unidirectional,best,2368.96,413.188
Terraced,29,T3,hybrid_bidirectional,worst,1629.19,33.7731
Terraced,29,T3,hybrid_bidirectional,best,1074.24,
Terraced,30,T1,safe_unidirectional,worst,3780.33,577.127
Terraced,30,T1,safe_unidirectional,best,3589.77,483.391
Terraced,30,T1,hybrid_bidirectional,worst,2767.65,99.6404
Terraced,30,T1,hybrid_bidirectional,best,2727.51,11.3903
Terraced,30,T2,safe_unidirectional,worst,3312.65,541.575
Terraced,30,T2,safe_unidirectional,best,3133.68,447.839
Terraced,30,T2,hybrid_bidirectional,worst,2069.29,19.2143
Terraced,30,T2,hybrid_bidirectional,best,1817.04,
Terraced,30,T3,safe_unidirectional,worst,2980.73,516.435
Terraced,30,T3,safe_unidirectional,best,2805.33,422.698
Terraced,30,T3,hybrid_bidirectional,worst,1739.37,66.707
Terraced,30,T3,hybrid_bidirectional,best,1318.87,
Terraced,31,T1,safe_unidirectional,worst,4054.25,699.743
Terraced,31,T1,safe_unidirectional,best,3861.32,603.967
Terraced,31,T1,hybrid_bidirectional,worst,3190.65,157.752
Terraced,31,T1,hybrid_bidirectional,best,2976.42,49.0196
Terraced,31,T2,safe_unidirectional,worst,3604.31,664.001
Terraced,31,T2,safe_unidirectional,best,3414.62,568.225
Terraced,31,T2,hybrid_bidirectional,worst,2501.33,69.6805
Terraced,31,T2,hybrid_bidirectional,best,2156.22,
Terraced,31,T3,safe_unidirectional,worst,3291.93,639.828
Terraced,31,T3,safe_unidirectional,best,3105.64,544.052
Terraced,31,T3,hybrid_bidirectional,worst,2212.9,136.59
Terraced,31,T3,hybrid_bidirectional,best,1741.95,
Terraced,32,T1,safe_unidirectional,worst,4204.65,755.33
Terraced,32,T1,safe_unidirectional,best,3978.38,651.701
Terraced,32,T1,hybrid_bidirectional,worst,3294.87,225.732
Terraced,32,T1,hybrid_bidirectional,best,2935.07,95.2118
Terraced,32,T2,safe_unidirectional,worst,3777.78,720.849
Terraced,32,T2,safe_unidirectional,best,3559.11,616.978
Terraced,32,T2,hybrid_bidirectional,worst,2592.5,126.2
Terraced,32,T2,hybrid_bidirectional,best,2259.08,
Terraced,32,T3,safe_unidirectional,worst,3465.78,696.226
Terraced,32,T3,safe_unidirectional,best,3257.19,592.355
Terraced,32,T3,hybrid_bidirectional,worst,2487.89,191.869
Terraced,32,T3,hybrid_bidirectional,best,2042.02,30.2045
Terraced,33,T1,safe_unidirectional,worst,3555.22,618.299
Terraced,33,T1,safe_unidirectional,best,3338.64,520.469
Terraced,33,T1,hybrid_bidirectional,worst,2822.03,135.919
Terraced,33,T1,hybrid_bidirectional,best,2756.15,37.9858
Terraced,33,T2,safe_unidirectional,worst,3089.87,581.849
Terraced,33,T2,safe_unidirectional,best,2882.61,483.777
Terraced,33,T2,hybrid_bidirectional,worst,2207.55,41.9498
Terraced,33,T2,hybrid_bidirectional,best,1881.78,
Terraced,33,T3,safe_unidirectional,worst,2779.48,558.453
Terraced,33,T3,safe_unidirectional,best,2572.83,460.381
Terraced,33,T3,hybrid_bidirectional,worst,1842.6,86.7262
Terraced,33,T3,hybrid_bidirectional,best,1502.8,
Terraced,34,T1,safe_unidirectional,worst,3449.91,576.948
Terraced,34,T1,safe_unidirectional,best,3235.98,477.656
Terraced,34,T1,hybrid_bidirectional,worst,2978.62,139.327
Terraced,34,T1,hybrid_bidirectional,best,2694.05,29.5606
Terraced,34,T2,safe_unidirectional,worst,2989.71,542.656
Terraced,34,T2,safe_unidirectional,best,2788.15,443.123
Terraced,34,T2,hybrid_bidirectional,worst,2225.76,58.8041
Terraced,34,T2,hybrid_bidirectional,best,1831.43,
Terraced,34,T3,safe_unidirectional,worst,2688.06,517.585
Terraced,34,T3,safe_unidirectional,best,2493.16,418.051
Terraced,34,T3,hybrid_bidirectional,worst,1839.51,93.6854
Terraced,34,T3,hybrid_bidirectional,best,1336.6,
Terraced,35,T1,safe_unidirectional,worst,3410.86,551.168
Terraced,35,T1,safe_unidirectional,best,3205.76,453.494
Terraced,35,T1,hybrid_bidirectional,worst,2708.79,108.119
Terraced,35,T1,hybrid_bidirectional,best,2418.74,
Terraced,35,T2,safe_unidirectional,worst,2944.64,515.011
Terraced,35,T2,safe_unidirectional,best,2750.58,417.596
Terraced,35,T2,hybrid_bidirectional,worst,1990.87,38.3567
Terraced,35,T2,hybrid_bidirectional,best,1663.69,
Terraced,35,T3,safe_unidirectional,worst,2604.37,490.579
Terraced,35,T3,safe_unidirectional,best,2422.29,392.68
Terraced,35,T3,hybrid_bidirectional,worst,1540.19,39.1859
Terraced,35,T3,hybrid_bidirectional,best,1198.76,
Terraced,36,T1,safe_unidirectional,worst,3492.05,657.126
Terraced,36,T1,safe_unidirectional,best,3268.51,552.135
Terraced,36,T1,hybrid_bidirectional,worst,2887.75,203.131
Terraced,36,T1,hybrid_bidirectional,best,2520.12,76.5081
Terraced,36,T2,safe_unidirectional,worst,3006.46,621.28
Terraced,36,T2,safe_unidirectional,best,2796.06,516.29
Terraced,36,T2,hybrid_bidirectional,worst,2201.0,93.1384
Terraced,36,T2,hybrid_bidirectional,best,2000.91,
Terraced,36,T3,safe_unidirectional,worst,2707.61,596.278
Terraced,36,T3,safe_unidirectional,best,2504.86,491.288
Terraced,36,T3,hybrid_bidirectional,worst,1875.42,125.664
Terraced,36,T3,hybrid_bidirectional,best,1586.74,
Terraced,37,T1,safe_unidirectional,worst,3125.86,574.948
Terraced,37,T1,safe_unidirectional,best,2909.03,469.418
Terraced,37,T1,hybrid_bidirectional,worst,2519.62,127.922
Terraced,37,T1,hybrid_bidirectional,best,2323.99,16.8497
Terraced,37,T2,safe_unidirectional,worst,2684.19,539.569
Terraced,37,T2,safe_unidirectional,best,2476.55,434.298
Terraced,37,T2,hybrid_bidirectional,worst,1863.06,38.0672
Terraced,37,T2,hybrid_bidirectional,best,1638.78,
Terraced,37,T3,safe_unidirectional,worst,2401.14,514.912
Terraced,37,T3,safe_unidirectional,best,2195.86,409.158
Terraced,37,T3,hybrid_bidirectional,worst,1609.73,77.2288
Terraced,37,T3,hybrid_bidirectional,best,1286.5,
Terraced,38,T1,safe_unidirectional,worst,3376.84,610.803
Terraced,38,T1,safe_unidirectional,best,3147.99,510.096
Terraced,38,T1,hybrid_bidirectional,worst,2791.62,155.017
Terraced,38,T1,hybrid_bidirectional,best,2607.14,56.1994
Terraced,38,T2,safe_unidirectional,worst,2926.93,575.078
Terraced,38,T2,safe_unidirectional,best,2710.36,473.905
Terraced,38,T2,hybrid_bidirectional,worst,2064.43,45.9573
Terraced,38,T2,hybrid_bidirectional,best,1739.34,
Terraced,38,T3,safe_unidirectional,worst,2629.28,551.336
Terraced,38,T3,safe_unidirectional,best,2413.43,450.163
Terraced,38,T3,hybrid_bidirectional,worst,1761.79,89.8932
Terraced,38,T3,hybrid_bidirectional,best,1436.55,
Terraced,39,T1,safe_unidirectional,worst,3777.16,642.986
Terraced,39,T1,safe_unidirectional,best,3526.87,537.179
Terraced,39,T1,hybrid_bidirectional,worst,2952.6,148.338
Terraced,39,T1,hybrid_bidirectional,best,2717.77,35.6064
Terraced,39,T2,safe_unidirectional,worst,3307.47,608.211
Terraced,39,T2,safe_unidirectional,best,3068.82,502.404
Terraced,39,T2,hybrid_bidirectional,worst,2095.97,65.2487
Terraced,39,T2,hybrid_bidirectional,best,1911.29,
Terraced,39,T3,safe_unidirectional,worst,3005.54,583.847
Terraced,39,T3,safe_unidirectional,best,2768.67,478.041
Terraced,39,T3,hybrid_bidirectional,worst,1979.11,91.2566
Terraced,39,T3,hybrid_bidirectional,best,1554.15,
Terraced,40,T1,safe_unidirectional,worst,3747.95,675.09
Terraced,40,T1,safe_unidirectional,best,3520.97,572.616
Terraced,40,T1,hybrid_bidirectional,worst,3145.11,149.569
Terraced,40,T1,hybrid_bidirectional,best,2792.07,28.1225
Terraced,40,T2,safe_unidirectional,worst,3271.54,640.021
Terraced,40,T2,safe_unidirectional,best,3058.03,537.547
Terraced,40,T2,hybrid_bidirectional,worst,2453.97,66.0453
Terraced,40,T2,hybrid_bidirectional,best,2083.37,
Terraced,40,T3,safe_unidirectional,worst,2956.35,615.278
Terraced,40,T3,safe_unidirectional,best,2750.7,512.804
Terraced,40,T3,hybrid_bidirectional,worst,2041.65,106.637
Terraced,40,T3,hybrid_bidirectional,best,1506.9,
Terraced,41,T1,safe_unidirectional,worst,3592.47,572.12
Terraced,41,T1,safe_unidirectional,best,3389.59,474.211
Terraced,41,T1,hybrid_bidirectional,worst,2987.92,135.02
Terraced,41,T1,hybrid_bidirectional,best,2869.42,37.2769
Terraced,41,T2,safe_unidirectional,worst,3129.03,538.744
Terraced,41,T2,safe_unidirectional,best,2936.37,441.059
Terraced,41,T2,hybrid_bidirectional,worst,2131.58,50.9633
Terraced,41,T2,hybrid_bidirectional,best,1854.81,
Terraced,41,T3,safe_unidirectional,worst,2831.13,515.106
Terraced,41,T3,safe_unidirectional,best,2641.38,417.197
Terraced,41,T3,hybrid_bidirectional,worst,1900.66,81.3489
Terraced,41,T3,hybrid_bidirectional,best,1512.08,
Terraced,42,T1,safe_unidirectional,worst,3693.34,556.72
Terraced,42,T1,safe_unidirectional,best,3504.32,465.658
Terraced,42,T1,hybrid_bidirectional,worst,3101.25,110.517
Terraced,42,T1,hybrid_bidirectional,best,2821.34,2.03191
Terraced,42,T2,safe_unidirectional,worst,3231.65,522.912
Terraced,42,T2,safe_unidirectional,best,3051.25,431.85
Terraced,42,T2,hybrid_bidirectional,worst,2270.99,34.7542
Terraced,42,T2,hybrid_bidirectional,best,1872.31,
Terraced,42,T3,safe_unidirectional,worst,2936.87,499.188
Terraced,42,T3,safe_unidirectional,best,2761.62,408.126
Terraced,42,T3,hybrid_bidirectional,worst,1836.78,64.8526
Terraced,42,T3,hybrid_bidirectional,best,1367.71,
Terraced,43,T1,safe_unidirectional,worst,3534.15,660.638
Terraced,43,T1,safe_unidirectional,best,3323.36,558.912
Terraced,43,T1,hybrid_bidirectional,worst,2815.19,148.038
Terraced,43,T1,hybrid_bidirectional,best,2580.62,42.2155
Terraced,43,T2,safe_unidirectional,worst,3084.01,626.278
Terraced,43,T2,safe_unidirectional,best,2884.02,524.309
Terraced,43,T2,hybrid_bidirectional,worst,2046.01,66.1735
Terraced,43,T2,hybrid_bidirectional,best,1822.35,
Terraced,43,T3,safe_unidirectional,worst,2801.93,601.811
Terraced,43,T3,safe_unidirectional,best,2608.96,499.842
Terraced,43,T3,hybrid_bidirectional,worst,2012.61,152.789
Terraced,43,T3,hybrid_bidirectional,best,1643.77,
Terraced,44,T1,safe_unidirectional,worst,4070.41,634.864
Terraced,44,T1,safe_unidirectional,best,3886.46,539.891
Terraced,44,T1,hybrid_bidirectional,worst,3336.67,145.23
Terraced,44,T1,hybrid_bidirectional,best,3161.86,42.7813
Terraced,44,T2,safe_unidirectional,worst,3607.28,600.952
Terraced,44,T2,safe_unidirectional,best,3424.8,505.53
Terraced,44,T2,hybrid_bidirectional,worst,2460.64,59.8835
Terraced,44,T2,hybrid_bidirectional,best,2227.23,
Terraced,44,T3,safe_unidirectional,worst,3302.25,575.518
Terraced,44,T3,safe_unidirectional,best,3120.66,480.097
Terraced,44,T3,hybrid_bidirectional,worst,2265.95,127.473
Terraced,44,T3,hybrid_bidirectional,best,1756.29,
Terraced,45,T1,safe_unidirectional,worst,4122.32,752.47
Terraced,45,T1,safe_unidirectional,best,3920.55,652.407
Terraced,45,T1,hybrid_bidirectional,worst,3276.8,220.868
Terraced,45,T1,hybrid_bidirectional,best,3035.1,109.527
Terraced,45,T2,safe_unidirectional,worst,3661.0,716.124
Terraced,45,T2,safe_unidirectional,best,3465.9,616.061
Terraced,45,T2,hybrid_bidirectional,worst,2631.96,130.396
Terraced,45,T2,hybrid_bidirectional,best,2252.91,11.2137
Terraced,45,T3,safe_unidirectional,worst,3359.11,691.847
Terraced,45,T3,safe_unidirectional,best,3167.4,591.784
Terraced,45,T3,hybrid_bidirectional,worst,2288.92,184.551
Terraced,45,T3,hybrid_bidirectional,best,1819.85,20.864
Terraced,46,T1,safe_unidirectional,worst,3516.48,650.94
Terraced,46,T1,safe_unidirectional,best,3277.43,546.254
Terraced,46,T1,hybrid_bidirectional,worst,2900.49,138.996
Terraced,46,T1,hybrid_bidirectional,best,2559.5,20.2829
Terraced,46,T2,safe_unidirectional,worst,3066.14,616.51
Terraced,46,T2,safe_unidirectional,best,2846.36,512.083
Terraced,46,T2,hybrid_bidirectional,worst,2164.52,55.3134
Terraced,46,T2,hybrid_bidirectional,best,1910.56,
Terraced,46,T3,safe_unidirectional,worst,2775.85,594.081
Terraced,46,T3,safe_unidirectional,best,2565.53,489.654
Terraced,46,T3,hybrid_bidirectional,worst,1901.2,107.301
Terraced,46,T3,hybrid_bidirectional,best,1477.76,
Terraced,47,T1,safe_unidirectional,worst,3959.08,629.552
Terraced,47,T1,safe_unidirectional,best,3759.67,531.201
Terraced,47,T1,hybrid_bidirectional,worst,2978.13,135.236
Terraced,47,T1,hybrid_bidirectional,best,2990.64,49.7351
Terraced,47,T2,safe_unidirectional,worst,3520.45,593.206
Terraced,47,T2,safe_unidirectional,best,3335.17,494.854
Terraced,47,T2,hybrid_bidirectional,worst,2549.28,77.9207
Terraced,47,T2,hybrid_bidirectional,best,2196.72,
Terraced,47,T3,safe_unidirectional,worst,3230.5,570.155
Terraced,47,T3,safe_unidirectional,best,3043.39,471.803
Terraced,47,T3,hybrid_bidirectional,worst,2177.05,102.809
Terraced,47,T3,hybrid_bidirectional,best,1798.72,
Terraced,48,T1,safe_unidirectional,worst,3867.06,668.66
Terraced,48,T1,safe_unidirectional,best,3637.66,570.678
Terraced,48,T1,hybrid_bidirectional,worst,3121.82,153.37
Terraced,48,T1,hybrid_bidirectional,best,2916.32,48.1323
Terraced,48,T2,safe_unidirectional,worst,3401.06,633.505
Terraced,48,T2,safe_unidirectional,best,3188.2,535.523
Terraced,48,T2,hybrid_bidirectional,worst,2362.5,92.4913
Terraced,48,T2,hybrid_bidirectional,best,1844.57,
Terraced,48,T3,safe_unidirectional,worst,3092.75,608.814
Terraced,48,T3,safe_unidirectional,best,2889.44,510.831
Terraced,48,T3,hybrid_bidirectional,worst,2056.23,126.24
Terraced,48,T3,hybrid_bidirectional,best,1591.84,
Terraced,49,T1,safe_unidirectional,worst,2973.8,561.183
Terraced,49,T1,safe_unidirectional,best,2737.12,457.894
Terraced,49,T1,hybrid_bidirectional,worst,2490.33,125.611
Terraced,49,T1,hybrid_bidirectional,best,2278.28,16.6772
Terraced,49,T2,safe_unidirectional,worst,2546.98,526.183
Terraced,49,T2,safe_unidirectional,best,2324.59,422.894
Terraced,49,T2,hybrid_bidirectional,worst,1820.37,40.0277
Terraced,49,T2,hybrid_bidirectional,best,1513.79,
Terraced,49,T3,safe_unidirectional,worst,2295.04,502.044
Terraced,49,T3,safe_unidirectional,best,2079.25,398.755
Terraced,49,T3,hybrid_bidirectional,worst,1708.86,94.1022
Terraced,49,T3,hybrid_bidirectional,best,1307.23,
Terraced,50,T1,safe_unidirectional,worst,3937.9,704.106
Terraced,50,T1,safe_unidirectional,best,3725.41,599.165
Terraced,50,T1,hybrid_bidirectional,worst,2891.57,166.274
Terraced,50,T1,hybrid_bidirectional,best,2694.4,55.0645
Terraced,50,T2,safe_unidirectional,worst,3475.88,667.777
Terraced,50,T2,safe_unidirectional,best,3268.51,563.06
Terraced,50,T2,hybrid_bidirectional,worst,2441.17,116.554
Terraced,50,T2,hybrid_bidirectional,best,2074.63,
Terraced,50,T3,safe_unidirectional,worst,3155.8,643.362
Terraced,50,T3,safe_unidirectional,best,2947.74,538.42
Terraced,50,T3,hybrid_bidirectional,worst,2103.92,147.319
Terraced,50,T3,hybrid_bidirectional,best,1633.42,
Terraced,51,T1,safe_unidirectional,worst,4114.44,702.437
Terraced,51,T1,safe_unidirectional,best,3855.11,593.045
Terraced,51,T1,hybrid_bidirectional,worst,3510.4,207.28
Terraced,51,T1,hybrid_bidirectional,best,3055.36,74.8594
Terraced,51,T2,safe_unidirectional,worst,3623.06,666.315
Terraced,51,T2,safe_unidirectional,best,3368.4,557.148
Terraced,51,T2,hybrid_bidirectional,worst,2364.14,85.9566
Terraced,51,T2,hybrid_bidirectional,best,2229.39,
Terraced,51,T3,safe_unidirectional,worst,3331.84,644.49
Terraced,51,T3,safe_unidirectional,best,3076.68,535.099
Terraced,51,T3,hybrid_bidirectional,worst,2330.12,168.425
Terraced,51,T3,hybrid_bidirectional,best,1747.08,
Terraced,52,T1,safe_unidirectional,worst,3196.97,569.596
Terraced,52,T1,safe_unidirectional,best,2988.66,470.064
Terraced,52,T1,hybrid_bidirectional,worst,2529.89,121.807
Terraced,52,T1,hybrid_bidirectional,best,2364.8,20.3486
Terraced,52,T2,safe_unidirectional,worst,2739.16,533.768
Terraced,52,T2,safe_unidirectional,best,2536.5,434.494
Terraced,52,T2,hybrid_bidirectional,worst,1915.43,29.4706
Terraced,52,T2,hybrid_bidirectional,best,1647.41,
Terraced,52,T3,safe_unidirectional,worst,2445.19,509.56
Terraced,52,T3,safe_unidirectional,best,2248.76,409.803
Terraced,52,T3,hybrid_bidirectional,worst,1667.88,82.6379
Terraced,52,T3,hybrid_bidirectional,best,1332.05,
Terraced,53,T1,safe_unidirectional,worst,3514.28,655.961
Terraced,53,T1,safe_unidirectional,best,3269.63,552.19
Terraced,53,T1,hybrid_bidirectional,worst,2925.07,176.347
Terraced,53,T1,hybrid_bidirectional,best,2643.16,60.6371
Terraced,53,T2,safe_unidirectional,worst,3038.88,620.081
Terraced,53,T2,safe_unidirectional,best,2807.05,516.309
Terraced,53,T2,hybrid_bidirectional,worst,2096.13,53.7175
Terraced,53,T2,hybrid_bidirectional,best,1852.79,
Terraced,53,T3,safe_unidirectional,worst,2736.35,594.992
Terraced,53,T3,safe_unidirectional,best,2514.43,491.221
Terraced,53,T3,hybrid_bidirectional,worst,1843.44,89.7344
Terraced,53,T3,hybrid_bidirectional,best,1354.09,
Terraced,54,T1,safe_unidirectional,worst,3486.92,700.935
Terraced,54,T1,safe_unidirectional,best,3264.72,598.148
Terraced,54,T1,hybrid_bidirectional,worst,2791.83,165.255
Terraced,54,T1,hybrid_bidirectional,best,2703.45,70.4136
Terraced,54,T2,safe_unidirectional,worst,3008.12,665.97
Terraced,54,T2,safe_unidirectional,best,2794.87,563.2
Terraced,54,T2,hybrid_bidirectional,worst,2169.09,66.592
Terraced,54,T2,hybrid_bidirectional,best,1888.58,
Terraced,54,T3,safe_unidirectional,worst,2705.73,642.297
Terraced,54,T3,safe_unidirectional,best,2493.73,539.044
Terraced,54,T3,hybrid_bidirectional,worst,1779.36,125.194
Terraced,54,T3,hybrid_bidirectional,best,1256.61,
Terraced,55,T1,safe_unidirectional,worst,3813.03,611.449
Terraced,55,T1,safe_unidirectional,best,3587.17,504.985
Terraced,55,T1,hybrid_bidirectional,worst,3103.25,187.657
Terraced,55,T1,hybrid_bidirectional,best,2919.73,78.628
Terraced,55,T2,safe_unidirectional,worst,3318.76,576.692
Terraced,55,T2,safe_unidirectional,best,3107.01,470.486
Terraced,55,T2,hybrid_bidirectional,worst,2399.74,85.861
Terraced,55,T2,hybrid_bidirectional,best,1895.2,
Terraced,55,T3,safe_unidirectional,worst,3011.71,552.639
Terraced,55,T3,safe_unidirectional,best,2804.23,445.95
Terraced,55,T3,hybrid_bidirectional,worst,1950.62,91.5749
Terraced,55,T3,hybrid_bidirectional,best,1457.84,
Terraced,56,T1,safe_unidirectional,worst,3622.05,610.063
Terraced,56,T1,safe_unidirectional,best,3415.77,509.173
Terraced,56,T1,hybrid_bidirectional,worst,2887.01,141.717
Terraced,56,T1,hybrid_bidirectional,best,2760.24,37.2954
Terraced,56,T2,safe_unidirectional,worst,3176.46,573.906
Terraced,56,T2,safe_unidirectional,best,2978.89,473.017
Terraced,56,T2,hybrid_bidirectional,worst,2253.42,76.2079
Terraced,56,T2,hybrid_bidirectional,best,1822.74,
Terraced,56,T3,safe_unidirectional,worst,2877.09,548.766
Terraced,56,T3,safe_unidirectional,best,2683.63,447.877
Terraced,56,T3,hybrid_bidirectional,worst,2034.73,119.294
Terraced,56,T3,hybrid_bidirectional,best,1644.95,
Terraced,57,T1,safe_unidirectional,worst,3732.22,561.883
Terraced,57,T1,safe_unidirectional,best,3529.74,464.821
Terraced,57,T1,hybrid_bidirectional,worst,2863.51,126.42
Terraced,57,T1,hybrid_bidirectional,best,2652.48,23.6991
Terraced,57,T2,safe_unidirectional,worst,3261.94,525.675
Terraced,57,T2,safe_unidirectional,best,3070.48,428.612
Terraced,57,T2,hybrid_bidirectional,worst,2209.6,38.8892
Terraced,57,T2,hybrid_bidirectional,best,1998.57,
Terraced,57,T3,safe_unidirectional,worst,2985.71,501.415
Terraced,57,T3,safe_unidirectional,best,2796.88,404.353
Terraced,57,T3,hybrid_bidirectional,worst,2014.54,57.4896
Terraced,57,T3,hybrid_bidirectional,best,1642.7,
Terraced,58,T1,safe_unidirectional,worst,4043.06,627.928
Terraced,58,T1,safe_unidirectional,best,3848.3,532.446
Terraced,58,T1,hybrid_bidirectional,worst,3334.05,200.003
Terraced,58,T1,hybrid_bidirectional,best,3015.12,75.5247
Terraced,58,T2,safe_unidirectional,worst,3573.63,593.291
Terraced,58,T2,safe_unidirectional,best,3382.47,497.809
Terraced,58,T2,hybrid_bidirectional,worst,2448.01,86.4108
Terraced,58,T2,hybrid_bidirectional,best,2170.36,
Terraced,58,T3,safe_unidirectional,worst,3250.04,567.909
Terraced,58,T3,safe_unidirectional,best,3062.76,472.427
Terraced,58,T3,hybrid_bidirectional,worst,2205.26,126.898
Terraced,58,T3,hybrid_bidirectional,best,1647.75,
Terraced,59,T1,safe_unidirectional,worst,3430.52,603.358
Terraced,59,T1,safe_unidirectional,best,3228.91,510.815
Terraced,59,T1,hybrid_bidirectional,worst,2989.27,110.485
Terraced,59,T1,hybrid_bidirectional,best,2518.84,
Terraced,59,T2,safe_unidirectional,worst,2978.94,568.514
Terraced,59,T2,safe_unidirectional,best,2785.14,475.729
